date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:01:36	39583/39583	---M--	200	added ('OK')	image/png	etag:%229a9f-5de6e0d9%22	http://publish.uwo.ca/~rmoir3/_images/NHL-bar.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/NHL-bar.png	(from http://publish.uwo.ca/~rmoir3/class11.html)
06:01:36	5812/5812	---M--	200	added ('OK')	text/plain	etag:%2216b4-5de6e0e4%22	http://publish.uwo.ca/~rmoir3/_downloads/7b3f4c8df3a2450a60158f076c369141/iris_learning.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/7b3f4c8df3a2450a60158f076c369141/iris_learning.py	(from http://publish.uwo.ca/~rmoir3/class13.html)
06:01:38	18060/18060	---M--	200	added ('OK')	text/plain	etag:%22468c-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/class13.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/class13.rst.txt	(from http://publish.uwo.ca/~rmoir3/class13.html)
06:01:39	14822/14822	---M--	200	added ('OK')	text/plain	etag:%2239e6-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/class14.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/class14.rst.txt	(from http://publish.uwo.ca/~rmoir3/class14.html)
06:01:39	22178/22178	---M--	200	added ('OK')	image/png	etag:%2256a2-5de6e0d6%22	http://publish.uwo.ca/~rmoir3/_images/learningdata.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/learningdata.png	(from http://publish.uwo.ca/~rmoir3/class13.html)
06:01:41	12942/12942	---M--	200	added ('OK')	text/plain	etag:%22328e-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/class15.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/class15.rst.txt	(from http://publish.uwo.ca/~rmoir3/class15.html)
06:01:42	499/499	---M--	200	added ('OK')	text/plain	etag:%221f3-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/class16.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/class16.rst.txt	(from http://publish.uwo.ca/~rmoir3/class16.html)
06:01:46	191702/191702	---M--	200	added ('OK')	image/jpeg	etag:%222ecd6-5de6e0d6%22	http://publish.uwo.ca/~rmoir3/_images/Eniac.jpeg	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/Eniac.jpg	(from http://publish.uwo.ca/~rmoir3/class3.html)
06:01:48	8378/8378	---M--	200	added ('OK')	text/plain	etag:%2220ba-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/asn1.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/asn1.rst.txt	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:01:49	849/849	---M--	200	added ('OK')	text/plain	etag:%22351-5de6e0da%22	http://publish.uwo.ca/~rmoir3/_downloads/aae2f372902212c024c794a3f879bb8f/A1_MarkingScheme.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/aae2f372902212c024c794a3f879bb8f/A1_MarkingScheme.txt	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:01:52	93708/93708	---M--	200	added ('OK')	image/png	etag:%2216e0c-5de6e0d7%22	http://publish.uwo.ca/~rmoir3/_images/kenobi.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/kenobi.png	(from http://publish.uwo.ca/~rmoir3/class14.html)
06:02:00	71530/71530	---M--	200	added ('OK')	image/jpeg	etag:%221176a-5de6e0d9%22	http://publish.uwo.ca/~rmoir3/_images/london.jpg	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/london.jpg	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:01	53116/53116	---M--	200	added ('OK')	text/plain	etag:%22cf7c-5de6e0dc%22	http://publish.uwo.ca/~rmoir3/_downloads/7d5f8d2a1b7060cd02e9d4b13860c3c9/London_mean_etr_max_etr_min.csv	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/7d5f8d2a1b7060cd02e9d4b13860c3c9/London_mean_etr_max_etr_min.csv	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:02	4615/4615	---M--	200	added ('OK')	text/plain	etag:%221207-5de6e0e9%22	http://publish.uwo.ca/~rmoir3/_downloads/b7400623b6389cf57b86e647e60ab910/A1.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/b7400623b6389cf57b86e647e60ab910/A1.py	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:03	12482/12482	---M--	200	added ('OK')	application/zip	etag:%2230c2-5de6e0db%22	http://publish.uwo.ca/~rmoir3/_downloads/6f62c63cbaa442458afab54296f430ea/London_mean_etr_max_etr_min.zip	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/6f62c63cbaa442458afab54296f430ea/London_mean_etr_max_etr_min.zip	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:03	2239/2239	---M--	200	added ('OK')	text/plain	etag:%228bf-5de6e0dd%22	http://publish.uwo.ca/~rmoir3/_downloads/a89c539b1dab746f6f572f53fd43bc3d/A1_check.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/a89c539b1dab746f6f572f53fd43bc3d/A1_check.py	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:06	15481/15481	---M--	200	added ('OK')	text/plain	etag:%223c79-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/asn2.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/asn2.rst.txt	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:07	6978/6978	---M--	200	added ('OK')	text/plain	etag:%221b42-5de6e0dc%22	http://publish.uwo.ca/~rmoir3/_downloads/72ceb4da023bd9e1eed8282a46264a3a/A2.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/72ceb4da023bd9e1eed8282a46264a3a/A2.py	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:08	894/894	---M--	200	added ('OK')	text/plain	etag:%2237e-5de6e0e3%22	http://publish.uwo.ca/~rmoir3/_downloads/5ea7c144699b17d5070356506f0b510c/A2_MarkingScheme.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/5ea7c144699b17d5070356506f0b510c/A2_MarkingScheme.txt	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:09	3272/3272	---M--	200	added ('OK')	text/plain	etag:%22cc8-5de6e0db%22	http://publish.uwo.ca/~rmoir3/_downloads/cc1da243d8114899fa78eb4cb80c366c/A2_check.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/cc1da243d8114899fa78eb4cb80c366c/A2_check.py	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:21	266866/266866	---M--	200	added ('OK')	image/jpeg	etag:%2241272-5de6e0d7%22	http://publish.uwo.ca/~rmoir3/_images/hands.jpg	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/hands.jpg	(from http://publish.uwo.ca/~rmoir3/class15.html)
06:02:29	121767/121767	---M--	200	added ('OK')	image/jpeg	etag:%221dba7-5de6e0d9%22	http://publish.uwo.ca/~rmoir3/_images/toronto.jpg	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/toronto.jpg	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:36	45325/45325	---M--	200	added ('OK')	image/png	etag:%22b10d-5de6e0da%22	http://publish.uwo.ca/~rmoir3/_images/hist.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/hist.png	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:02:38	219502/219502	---M--	200	added ('OK')	image/png	etag:%223596e-5de6e0d9%22	http://publish.uwo.ca/~rmoir3/_images/A1_plot.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/A1_plot.png	(from http://publish.uwo.ca/~rmoir3/asn1.html)
06:02:40	20942/20942	---M--	200	added ('OK')	text/plain	etag:%2251ce-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/asn3.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/asn3.rst.txt	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:02:41	16323/16323	---M--	200	added ('OK')	text/plain	etag:%223fc3-5de6e0de%22	http://publish.uwo.ca/~rmoir3/_downloads/58a45f6b2bb788ae3c8ba556fbc2d01f/A3.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/58a45f6b2bb788ae3c8ba556fbc2d01f/A3.py	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:03:01	251888/251888	---M--	200	added ('OK')	image/png	etag:%223d7f0-5de6e0d8%22	http://publish.uwo.ca/~rmoir3/_images/graph.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/graph.png	(from http://publish.uwo.ca/~rmoir3/asn2.html)
06:03:02	3705/3705	---M--	200	added ('OK')	text/plain	etag:%22e79-5de6e0dc%22	http://publish.uwo.ca/~rmoir3/_downloads/48d44aafd598d725a777ca3072a459bd/A3_check.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/48d44aafd598d725a777ca3072a459bd/A3_check.py	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:03:03	438/438	---M--	200	added ('OK')	text/plain	etag:%221b6-5de6e0dd%22	http://publish.uwo.ca/~rmoir3/_downloads/aa6b2426b6fe4cfaf925a3a64085074a/A3_MarkingScheme.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/aa6b2426b6fe4cfaf925a3a64085074a/A3_MarkingScheme.txt	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:03:25	276731/276731	---M--	200	added ('OK')	application/pdf	etag:%22438fb-5de6e0db%22	http://publish.uwo.ca/~rmoir3/_downloads/df76d5021f2917d31ab5ffc8be480ce0/A3_Sample_Output.pdf	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/df76d5021f2917d31ab5ffc8be480ce0/A3_Sample_Output.pdf	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:04:43	477401/477401	---M--	200	added ('OK')	image/png	etag:%22748d9-5de6e0da%22	http://publish.uwo.ca/~rmoir3/_images/temp_csv.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/temp_csv.png	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:05:42	364656/364656	---M--	200	added ('OK')	image/png	etag:%2259070-5de6e0da%22	http://publish.uwo.ca/~rmoir3/_images/station_csv.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/station_csv.png	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:06:00	1097165/1097165	---M--	200	added ('OK')	image/png	etag:%2210bdcd-5de6e0d7%22	http://publish.uwo.ca/~rmoir3/_images/map_gander.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/map_gander.png	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:06:26	1403686/1403686	---M--	200	added ('OK')	application/zip	etag:%22156b26-5de6e0e2%22	http://publish.uwo.ca/~rmoir3/_downloads/2b858ec4cc84e26fd301fe36b7097cc0/data.zip	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/2b858ec4cc84e26fd301fe36b7097cc0/data.zip	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:06:30	21241/21241	---M--	200	added ('OK')	text/plain	etag:%2252f9-5de6e0d4%22	http://publish.uwo.ca/~rmoir3/_sources/asn4.rst.txt	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_sources/asn4.rst.txt	(from http://publish.uwo.ca/~rmoir3/asn4.html)
06:06:30	2553/2553	---M--	200	added ('OK')	text/plain	etag:%229f9-5de6e0dc%22	http://publish.uwo.ca/~rmoir3/_downloads/6d07dacf4fc0aace82e2c5d38a566dc8/IMDbStudents.py	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_downloads/6d07dacf4fc0aace82e2c5d38a566dc8/IMDbStudents.py	(from http://publish.uwo.ca/~rmoir3/asn4.html)
06:06:48	299507/299507	---M--	200	added ('OK')	image/png	etag:%22491f3-5de6e0d6%22	http://publish.uwo.ca/~rmoir3/_images/file_relation.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/file_relation.png	(from http://publish.uwo.ca/~rmoir3/asn3.html)
06:07:52	810238/810238	---M--	200	added ('OK')	image/png	etag:%22c5cfe-5de6e0d8%22	http://publish.uwo.ca/~rmoir3/_images/sample_map.png	C:/Users/brett/Downloads/New%20folder%20(4)/CS%202120a/publish.uwo.ca/_rmoir3/_images/sample_map.png	(from http://publish.uwo.ca/~rmoir3/asn3.html)
